neighborhood,room_type,current_year_count,count_bin,price,price_range
SoMa,Entire home/apt,2,Less than 50,220,$200-$299
SoMa,Private room,1,Less than 50,120,$100-$199
Western Addition/NOPA,Private room,9,Less than 50,98,Less than $100
Western Addition/NOPA,Entire home/apt,2,Less than 50,172,$100-$199
SoMa,Private room,18,Less than 50,150,$100-$199
Hayes Valley,Private room,4,Less than 50,83,Less than $100
Outer Sunset,Entire home/apt,1,Less than 50,200,$200-$299
Noe Valley,Private room,1,Less than 50,50,Less than $100
SoMa,Entire home/apt,13,Less than 50,250,$200-$299
Nob Hill,Private room,1,Less than 50,120,$100-$199
SoMa,Private room,15,Less than 50,90,Less than $100
Inner Sunset,Private room,7,Less than 50,125,$100-$199
Outer Sunset,Entire home/apt,15,Less than 50,159,$100-$199
SoMa,Private room,24,Less than 50,99,Less than $100
SoMa,Private room,20,Less than 50,94,Less than $100
Haight-Ashbury,Entire home/apt,2,Less than 50,195,$100-$199
Pacific Heights,Entire home/apt,7,Less than 50,110,$100-$199
Potrero Hill,Private room,7,Less than 50,100,$100-$199
The Castro,Private room,3,Less than 50,125,$100-$199
Richmond District,Private room,18,Less than 50,120,$100-$199
Downtown,Private room,1,Less than 50,209,$200-$299
Outer Sunset,Private room,5,Less than 50,90,Less than $100
Haight-Ashbury,Entire home/apt,10,Less than 50,143,$100-$199
Potrero Hill,Private room,9,Less than 50,106,$100-$199
SoMa,Private room,6,Less than 50,169,$100-$199
Richmond District,Entire home/apt,1,Less than 50,200,$200-$299
Downtown,Entire home/apt,4,Less than 50,140,$100-$199
Pacific Heights,Entire home/apt,14,Less than 50,175,$100-$199
Mission District,Entire home/apt,4,Less than 50,149,$100-$199
Noe Valley,Entire home/apt,30,Less than 50,125,$100-$199
Mission District,Entire home/apt,3,Less than 50,185,$100-$199
Downtown,Entire home/apt,2,Less than 50,149,$100-$199
Outer Sunset,Entire home/apt,12,Less than 50,155,$100-$199
Bernal Heights,Entire home/apt,7,Less than 50,175,$100-$199
Mission District,Private room,12,Less than 50,130,$100-$199
SoMa,Shared room,7,Less than 50,75,Less than $100
Haight-Ashbury,Entire home/apt,5,Less than 50,315,$300-$399
Marina,Entire home/apt,11,Less than 50,200,$200-$299
Noe Valley,Entire home/apt,5,Less than 50,199,$100-$199
SoMa,Shared room,3,Less than 50,65,Less than $100
Bernal Heights,Private room,2,Less than 50,85,Less than $100
SoMa,Shared room,5,Less than 50,65,Less than $100
Pacific Heights,Entire home/apt,20,Less than 50,197,$100-$199
Mission District,Entire home/apt,9,Less than 50,215,$200-$299
Potrero Hill,Entire home/apt,8,Less than 50,225,$200-$299
Western Addition/NOPA,Private room,9,Less than 50,79,Less than $100
Downtown,Entire home/apt,8,Less than 50,170,$100-$199
Marina,Entire home/apt,1,Less than 50,179,$100-$199
Inner Sunset,Private room,6,Less than 50,90,Less than $100
Mission District,Private room,1,Less than 50,70,Less than $100
Pacific Heights,Entire home/apt,8,Less than 50,250,$200-$299
SoMa,Private room,9,Less than 50,105,$100-$199
Outer Sunset,Entire home/apt,7,Less than 50,200,$200-$299
Nob Hill,Entire home/apt,17,Less than 50,183,$100-$199
SoMa,Entire home/apt,8,Less than 50,199,$100-$199
Noe Valley,Private room,1,Less than 50,110,$100-$199
SoMa,Entire home/apt,4,Less than 50,295,$200-$299
Haight-Ashbury,Entire home/apt,1,Less than 50,300,$300-$399
SoMa,Entire home/apt,5,Less than 50,375,$300-$399
Nob Hill,Entire home/apt,1,Less than 50,425,$400-$499
Nob Hill,Private room,6,Less than 50,159,$100-$199
Pacific Heights,Entire home/apt,1,Less than 50,450,$400-$499
Haight-Ashbury,Entire home/apt,1,Less than 50,400,$400-$499
Nob Hill,Entire home/apt,1,Less than 50,195,$100-$199
Outer Sunset,Entire home/apt,1,Less than 50,950,$500-$999
Outer Sunset,Entire home/apt,1,Less than 50,90,Less than $100
Richmond District,Entire home/apt,2,Less than 50,300,$300-$399
SoMa,Private room,1,Less than 50,160,$100-$199
Richmond District,Entire home/apt,4,Less than 50,175,$100-$199
Inner Sunset,Entire home/apt,1,Less than 50,175,$100-$199
Hayes Valley,Entire home/apt,1,Less than 50,113,$100-$199
Mission District,Private room,3,Less than 50,95,Less than $100
Noe Valley,Entire home/apt,2,Less than 50,350,$300-$399
Richmond District,Private room,8,Less than 50,60,Less than $100
SoMa,Private room,1,Less than 50,100,$100-$199
Potrero Hill,Private room,3,Less than 50,130,$100-$199
Mission District,Private room,1,Less than 50,100,$100-$199
Outer Sunset,Entire home/apt,4,Less than 50,250,$200-$299
Western Addition/NOPA,Private room,23,Less than 50,120,$100-$199
Haight-Ashbury,Entire home/apt,5,Less than 50,350,$300-$399
Potrero Hill,Entire home/apt,6,Less than 50,245,$200-$299
SoMa,Shared room,2,Less than 50,65,Less than $100
The Castro,Private room,13,Less than 50,87,Less than $100
Potrero Hill,Shared room,1,Less than 50,74,Less than $100
The Castro,Private room,8,Less than 50,78,Less than $100
Mission District,Entire home/apt,2,Less than 50,215,$200-$299
Western Addition/NOPA,Entire home/apt,6,Less than 50,250,$200-$299
SoMa,Entire home/apt,1,Less than 50,500,$500-$999
Nob Hill,Entire home/apt,5,Less than 50,190,$100-$199
Pacific Heights,Entire home/apt,8,Less than 50,200,$200-$299
Western Addition/NOPA,Private room,4,Less than 50,100,$100-$199
Nob Hill,Private room,10,Less than 50,110,$100-$199
Mission District,Entire home/apt,3,Less than 50,150,$100-$199
Mission District,Entire home/apt,2,Less than 50,200,$200-$299
SoMa,Entire home/apt,1,Less than 50,480,$400-$499
Mission District,Entire home/apt,3,Less than 50,150,$100-$199
Pacific Heights,Entire home/apt,1,Less than 50,249,$200-$299
Richmond District,Entire home/apt,10,Less than 50,200,$200-$299
Hayes Valley,Entire home/apt,15,Less than 50,498,$400-$499
Bernal Heights,Entire home/apt,14,Less than 50,110,$100-$199
Mission District,Entire home/apt,4,Less than 50,470,$400-$499
Hayes Valley,Private room,4,Less than 50,125,$100-$199
Pacific Heights,Entire home/apt,2,Less than 50,999,$500-$999
Richmond District,Entire home/apt,1,Less than 50,70,Less than $100
Richmond District,Private room,14,Less than 50,95,Less than $100
Richmond District,Entire home/apt,6,Less than 50,300,$300-$399
Inner Sunset,Entire home/apt,16,Less than 50,125,$100-$199
Bernal Heights,Private room,12,Less than 50,79,Less than $100
Mission District,Entire home/apt,2,Less than 50,160,$100-$199
Nob Hill,Entire home/apt,14,Less than 50,300,$300-$399
Noe Valley,Entire home/apt,6,Less than 50,105,$100-$199
Mission District,Private room,3,Less than 50,135,$100-$199
Potrero Hill,Entire home/apt,4,Less than 50,170,$100-$199
Richmond District,Entire home/apt,4,Less than 50,239,$200-$299
Hayes Valley,Private room,5,Less than 50,120,$100-$199
SoMa,Entire home/apt,2,Less than 50,285,$200-$299
Hayes Valley,Entire home/apt,1,Less than 50,750,$500-$999
Bernal Heights,Private room,1,Less than 50,65,Less than $100
Richmond District,Entire home/apt,24,Less than 50,198,$100-$199
Nob Hill,Private room,1,Less than 50,350,$300-$399
SoMa,Private room,4,Less than 50,95,Less than $100
Richmond District,Entire home/apt,16,Less than 50,180,$100-$199
Downtown,Entire home/apt,1,Less than 50,399,$300-$399
The Castro,Private room,3,Less than 50,150,$100-$199
Noe Valley,Entire home/apt,1,Less than 50,200,$200-$299
Marina,Entire home/apt,5,Less than 50,225,$200-$299
Downtown,Private room,1,Less than 50,100,$100-$199
Mission District,Private room,5,Less than 50,81,Less than $100
Mission District,Entire home/apt,5,Less than 50,248,$200-$299
Richmond District,Entire home/apt,4,Less than 50,125,$100-$199
Hayes Valley,Private room,2,Less than 50,90,Less than $100
The Castro,Private room,17,Less than 50,78,Less than $100
The Castro,Entire home/apt,22,Less than 50,225,$200-$299
Haight-Ashbury,Private room,6,Less than 50,79,Less than $100
Inner Sunset,Private room,25,Less than 50,67,Less than $100
Western Addition/NOPA,Entire home/apt,1,Less than 50,900,$500-$999
Richmond District,Entire home/apt,1,Less than 50,199,$100-$199
Western Addition/NOPA,Entire home/apt,1,Less than 50,145,$100-$199
Bernal Heights,Entire home/apt,8,Less than 50,170,$100-$199
Inner Sunset,Private room,3,Less than 50,68,Less than $100
Richmond District,Entire home/apt,3,Less than 50,200,$200-$299
Downtown,Entire home/apt,1,Less than 50,300,$300-$399
SoMa,Entire home/apt,5,Less than 50,399,$300-$399
Outer Sunset,Private room,1,Less than 50,70,Less than $100
Noe Valley,Entire home/apt,3,Less than 50,275,$200-$299
Pacific Heights,Entire home/apt,1,Less than 50,399,$300-$399
Haight-Ashbury,Entire home/apt,1,Less than 50,300,$300-$399
Noe Valley,Entire home/apt,5,Less than 50,220,$200-$299
Pacific Heights,Entire home/apt,4,Less than 50,300,$300-$399
Outer Sunset,Entire home/apt,11,Less than 50,99,Less than $100
The Castro,Entire home/apt,1,Less than 50,170,$100-$199
The Castro,Entire home/apt,1,Less than 50,375,$300-$399
Richmond District,Entire home/apt,9,Less than 50,349,$300-$399
Bernal Heights,Entire home/apt,4,Less than 50,118,$100-$199
Pacific Heights,Entire home/apt,1,Less than 50,360,$300-$399
Downtown,Entire home/apt,2,Less than 50,165,$100-$199
Marina,Entire home/apt,3,Less than 50,325,$300-$399
SoMa,Entire home/apt,3,Less than 50,350,$300-$399
Hayes Valley,Entire home/apt,1,Less than 50,175,$100-$199
Noe Valley,Private room,4,Less than 50,150,$100-$199
SoMa,Entire home/apt,4,Less than 50,335,$300-$399
Nob Hill,Entire home/apt,18,Less than 50,155,$100-$199
Bernal Heights,Entire home/apt,2,Less than 50,150,$100-$199
Noe Valley,Private room,6,Less than 50,75,Less than $100
Potrero Hill,Entire home/apt,7,Less than 50,250,$200-$299
Mission District,Entire home/apt,13,Less than 50,120,$100-$199
Hayes Valley,Entire home/apt,7,Less than 50,101,$100-$199
Mission District,Entire home/apt,2,Less than 50,107,$100-$199
Noe Valley,Entire home/apt,1,Less than 50,180,$100-$199
Potrero Hill,Entire home/apt,1,Less than 50,450,$400-$499
Outer Sunset,Private room,1,Less than 50,65,Less than $100
Nob Hill,Entire home/apt,1,Less than 50,200,$200-$299
Haight-Ashbury,Entire home/apt,1,Less than 50,500,$500-$999
Hayes Valley,Private room,1,Less than 50,125,$100-$199
Mission District,Entire home/apt,12,Less than 50,160,$100-$199
Hayes Valley,Private room,1,Less than 50,95,Less than $100
SoMa,Entire home/apt,6,Less than 50,146,$100-$199
Richmond District,Entire home/apt,11,Less than 50,250,$200-$299
Outer Sunset,Private room,20,Less than 50,84,Less than $100
Mission District,Entire home/apt,2,Less than 50,120,$100-$199
SoMa,Entire home/apt,8,Less than 50,348,$300-$399
Western Addition/NOPA,Private room,3,Less than 50,97,Less than $100
Mission District,Entire home/apt,1,Less than 50,299,$200-$299
Marina,Entire home/apt,3,Less than 50,200,$200-$299
Mission District,Entire home/apt,1,Less than 50,200,$200-$299
SoMa,Private room,8,Less than 50,119,$100-$199
Western Addition/NOPA,Private room,6,Less than 50,100,$100-$199
SoMa,Entire home/apt,1,Less than 50,100,$100-$199
Nob Hill,Private room,1,Less than 50,60,Less than $100
Nob Hill,Private room,6,Less than 50,70,Less than $100
Haight-Ashbury,Private room,2,Less than 50,81,Less than $100
Mission District,Private room,11,Less than 50,115,$100-$199
Western Addition/NOPA,Entire home/apt,3,Less than 50,249,$200-$299
Downtown,Entire home/apt,8,Less than 50,139,$100-$199
Nob Hill,Entire home/apt,7,Less than 50,188,$100-$199
Richmond District,Private room,16,Less than 50,55,Less than $100
Mission District,Private room,20,Less than 50,123,$100-$199
Noe Valley,Private room,1,Less than 50,180,$100-$199
Mission District,Entire home/apt,3,Less than 50,275,$200-$299
The Castro,Entire home/apt,7,Less than 50,165,$100-$199
SoMa,Entire home/apt,8,Less than 50,85,Less than $100
Potrero Hill,Private room,1,Less than 50,150,$100-$199
Western Addition/NOPA,Entire home/apt,1,Less than 50,200,$200-$299
Noe Valley,Private room,1,Less than 50,120,$100-$199
Outer Sunset,Private room,1,Less than 50,89,Less than $100
Richmond District,Entire home/apt,11,Less than 50,238,$200-$299
Hayes Valley,Entire home/apt,3,Less than 50,250,$200-$299
Mission District,Entire home/apt,2,Less than 50,200,$200-$299
Hayes Valley,Entire home/apt,3,Less than 50,197,$100-$199
Haight-Ashbury,Entire home/apt,4,Less than 50,290,$200-$299
Inner Sunset,Shared room,3,Less than 50,38,Less than $100
Western Addition/NOPA,Shared room,15,Less than 50,49,Less than $100
Mission District,Entire home/apt,1,Less than 50,800,$500-$999
SoMa,Entire home/apt,1,Less than 50,275,$200-$299
The Castro,Private room,7,Less than 50,100,$100-$199
Outer Sunset,Private room,4,Less than 50,80,Less than $100
Pacific Heights,Private room,2,Less than 50,120,$100-$199
Mission District,Private room,1,Less than 50,49,Less than $100
Bernal Heights,Entire home/apt,1,Less than 50,150,$100-$199
Bernal Heights,Private room,2,Less than 50,90,Less than $100
Western Addition/NOPA,Entire home/apt,3,Less than 50,325,$300-$399
Bernal Heights,Entire home/apt,7,Less than 50,150,$100-$199
Mission District,Private room,7,Less than 50,100,$100-$199
Western Addition/NOPA,Private room,2,Less than 50,69,Less than $100
Western Addition/NOPA,Private room,4,Less than 50,69,Less than $100
Western Addition/NOPA,Private room,1,Less than 50,69,Less than $100
Outer Sunset,Entire home/apt,13,Less than 50,191,$100-$199
Western Addition/NOPA,Private room,1,Less than 50,69,Less than $100
Western Addition/NOPA,Private room,1,Less than 50,69,Less than $100
Western Addition/NOPA,Private room,3,Less than 50,69,Less than $100
Mission District,Entire home/apt,3,Less than 50,450,$400-$499
Downtown,Entire home/apt,2,Less than 50,180,$100-$199
The Castro,Private room,2,Less than 50,150,$100-$199
The Castro,Private room,1,Less than 50,125,$100-$199
Downtown,Entire home/apt,1,Less than 50,350,$300-$399
Inner Sunset,Shared room,1,Less than 50,110,$100-$199
Western Addition/NOPA,Private room,1,Less than 50,69,Less than $100
Western Addition/NOPA,Private room,1,Less than 50,69,Less than $100
Western Addition/NOPA,Private room,3,Less than 50,69,Less than $100
Western Addition/NOPA,Entire home/apt,1,Less than 50,179,$100-$199
Potrero Hill,Entire home/apt,3,Less than 50,199,$100-$199
Richmond District,Private room,2,Less than 50,65,Less than $100
Nob Hill,Entire home/apt,7,Less than 50,101,$100-$199
Richmond District,Private room,2,Less than 50,65,Less than $100
Mission District,Private room,4,Less than 50,185,$100-$199
Western Addition/NOPA,Private room,4,Less than 50,110,$100-$199
SoMa,Private room,1,Less than 50,125,$100-$199
Pacific Heights,Entire home/apt,3,Less than 50,145,$100-$199
Outer Sunset,Private room,1,Less than 50,95,Less than $100
SoMa,Entire home/apt,1,Less than 50,500,$500-$999
Western Addition/NOPA,Private room,10,Less than 50,78,Less than $100
Potrero Hill,Entire home/apt,11,Less than 50,160,$100-$199
The Castro,Entire home/apt,1,Less than 50,230,$200-$299
Nob Hill,Private room,4,Less than 50,140,$100-$199
Mission District,Entire home/apt,4,Less than 50,395,$300-$399
Outer Sunset,Private room,2,Less than 50,91,Less than $100
Bernal Heights,Private room,2,Less than 50,110,$100-$199
SoMa,Entire home/apt,4,Less than 50,129,$100-$199
Mission District,Private room,2,Less than 50,125,$100-$199
Mission District,Private room,2,Less than 50,53,Less than $100
SoMa,Private room,8,Less than 50,165,$100-$199
Mission District,Entire home/apt,2,Less than 50,150,$100-$199
Richmond District,Shared room,12,Less than 50,40,Less than $100
Western Addition/NOPA,Entire home/apt,3,Less than 50,180,$100-$199
Potrero Hill,Entire home/apt,3,Less than 50,500,$500-$999
Downtown,Entire home/apt,1,Less than 50,175,$100-$199
Downtown,Entire home/apt,1,Less than 50,175,$100-$199
SoMa,Private room,1,Less than 50,59,Less than $100
Downtown,Entire home/apt,1,Less than 50,150,$100-$199
Pacific Heights,Entire home/apt,2,Less than 50,400,$400-$499
Mission District,Private room,11,Less than 50,99,Less than $100
Downtown,Entire home/apt,1,Less than 50,175,$100-$199
Nob Hill,Private room,1,Less than 50,75,Less than $100
Richmond District,Shared room,14,Less than 50,45,Less than $100
Downtown,Private room,2,Less than 50,115,$100-$199
Marina,Entire home/apt,2,Less than 50,165,$100-$199
Richmond District,Shared room,2,Less than 50,70,Less than $100
The Castro,Entire home/apt,1,Less than 50,425,$400-$499
